,cv_idx,smote__sampling_strategy,train_score,test_score
180,89,<function _fit_score.<locals>.resampling at 0x7f17cbe85a60>,1.0,0.8162148244127713
181,89,<function _fit_score.<locals>.resampling at 0x7f17cbe85ae8>,1.0,0.8294129373068873
182,90,<function _fit_score.<locals>.resampling at 0x7f17cbe901e0>,1.0,0.8210757680529487
183,90,<function _fit_score.<locals>.resampling at 0x7f17cbe90268>,1.0,0.8412525931048108
184,91,<function _fit_score.<locals>.resampling at 0x7f17cbe902f0>,1.0,0.8742632289505746
185,91,<function _fit_score.<locals>.resampling at 0x7f17cbe90378>,1.0,0.8850060917382857
186,92,<function _fit_score.<locals>.resampling at 0x7f17cbe89f28>,1.0,0.8522506503342224
187,92,<function _fit_score.<locals>.resampling at 0x7f17cbe90048>,1.0,0.8315634363989595
188,93,<function _fit_score.<locals>.resampling at 0x7f17cbe900d0>,1.0,0.8622114656393033
189,93,<function _fit_score.<locals>.resampling at 0x7f17cbe90158>,1.0,0.870336527379894
190,94,<function _fit_score.<locals>.resampling at 0x7f17cbe89d08>,1.0,0.863265171721163
191,94,<function _fit_score.<locals>.resampling at 0x7f17cbe89d90>,1.0,0.8493941190029305
192,95,<function _fit_score.<locals>.resampling at 0x7f17cbe89e18>,1.0,0.8674470677335441
193,95,<function _fit_score.<locals>.resampling at 0x7f17cbe89ea0>,1.0,0.8734811814679443
194,96,<function _fit_score.<locals>.resampling at 0x7f17cbe89ae8>,1.0,0.8213930677977334
195,96,<function _fit_score.<locals>.resampling at 0x7f17cbe89b70>,1.0,0.8422360660083503
196,97,<function _fit_score.<locals>.resampling at 0x7f17cbe89bf8>,1.0,0.8452846444429717
197,97,<function _fit_score.<locals>.resampling at 0x7f17cbe89c80>,1.0,0.8471403008814368
198,98,<function _fit_score.<locals>.resampling at 0x7f17cbe85b70>,1.0,0.8486328449450148
199,98,<function _fit_score.<locals>.resampling at 0x7f17cbe85bf8>,1.0,0.8694724077211868
