,cv_idx,smote__sampling_strategy,train_score,test_score
251,49,<function _fit_score.<locals>.resampling at 0x7f17cbf2bc80>,1.0,0.9267474860905519
252,49,<function _fit_score.<locals>.resampling at 0x7f17cbf2bd08>,1.0,0.9230978510540554
253,49,<function _fit_score.<locals>.resampling at 0x7f17cbf2bd90>,1.0,0.9215527538155276
254,49,<function _fit_score.<locals>.resampling at 0x7f17cbf2be18>,1.0,0.9208534531162267
255,50,<function _fit_score.<locals>.resampling at 0x7f17cbf2b1e0>,1.0,0.9450360992475086
256,50,<function _fit_score.<locals>.resampling at 0x7f17cbf2b268>,1.0,0.9500711816148057
257,50,<function _fit_score.<locals>.resampling at 0x7f17cbf2b2f0>,1.0,0.9507702867602197
258,50,<function _fit_score.<locals>.resampling at 0x7f17cbf2b378>,1.0,0.9525884685784014
259,50,<function _fit_score.<locals>.resampling at 0x7f17cbf2b400>,1.0,0.9558053691275168
260,51,<function _fit_score.<locals>.resampling at 0x7f17cbf2b730>,1.0,0.9286729713239781
261,51,<function _fit_score.<locals>.resampling at 0x7f17cbf2b7b8>,1.0,0.9264348179784421
262,51,<function _fit_score.<locals>.resampling at 0x7f17cbf2b840>,1.0,0.9348266219239373
263,51,<function _fit_score.<locals>.resampling at 0x7f17cbf2b8c8>,1.0,0.9358058775676227
264,51,<function _fit_score.<locals>.resampling at 0x7f17cbf2b950>,1.0,0.9332880821639211
265,52,<function _fit_score.<locals>.resampling at 0x7f17cbf2bea0>,1.0,0.9426586333129957
266,52,<function _fit_score.<locals>.resampling at 0x7f17cbf2bf28>,1.0,0.9299313605857229
267,52,<function _fit_score.<locals>.resampling at 0x7f17cbf2f048>,1.0,0.9388824486475492
268,52,<function _fit_score.<locals>.resampling at 0x7f17cbf2f0d0>,1.0,0.9351062639821028
269,52,<function _fit_score.<locals>.resampling at 0x7f17cbf2f158>,1.0,0.9391620907057149
270,53,<function _fit_score.<locals>.resampling at 0x7f17cbf2fc80>,1.0,0.9374842383567216
271,53,<function _fit_score.<locals>.resampling at 0x7f17cbf2fd08>,1.0,0.9432184258694327
272,53,<function _fit_score.<locals>.resampling at 0x7f17cbf2fd90>,1.0,0.941260423022168
273,53,<function _fit_score.<locals>.resampling at 0x7f17cbf2fe18>,1.0,0.934407158836689
274,53,<function _fit_score.<locals>.resampling at 0x7f17cbf2fea0>,1.0,0.936784624771202
275,54,<function _fit_score.<locals>.resampling at 0x7f17cbf2b9d8>,1.0,0.9388811188811188
276,54,<function _fit_score.<locals>.resampling at 0x7f17cbf2ba60>,1.0,0.9358041958041957
277,54,<function _fit_score.<locals>.resampling at 0x7f17cbf2bae8>,1.0,0.9349650349650349
278,54,<function _fit_score.<locals>.resampling at 0x7f17cbf2bb70>,1.0,0.946013986013986
279,54,<function _fit_score.<locals>.resampling at 0x7f17cbf2bbf8>,1.0,0.9391608391608393
280,55,<function _fit_score.<locals>.resampling at 0x7f17cbf2ff28>,1.0,0.9446153846153847
281,55,<function _fit_score.<locals>.resampling at 0x7f17cbf34048>,1.0,0.9344055944055945
282,55,<function _fit_score.<locals>.resampling at 0x7f17cbf340d0>,1.0,0.9388811188811188
283,55,<function _fit_score.<locals>.resampling at 0x7f17cbf34158>,1.0,0.9366433566433569
